id,value
1,52
2,5
3,42
4,14
5,60
6,72
7,40
8,100
9,28
10,74
11,32
12,85
13,58
14,99
15,6
16,84
17,93
18,0
19,15
20,66
21,100
22,31
23,93
24,24
25,13
26,12
27,92
28,32
29,97
30,53
31,83
32,81
33,44
34,60
35,14
36,76
37,28
38,14
39,95
40,46
41,23
42,38
43,13
44,81
45,38
46,23
47,58
48,47
49,14
50,24
51,58
52,90
53,38
54,95
55,9
56,4
57,91
58,78
59,64
60,65
61,15
62,18
63,57
64,0
65,13
66,38
67,41
68,67
69,4
70,39
71,89
72,32
73,79
74,65
75,95
76,18
77,87
78,60
79,30
80,30
81,22
82,82
83,61
84,18
85,73
86,100
87,97
88,7
89,37
90,9
91,21
92,58
93,0
94,84
95,28
96,10
97,70
98,20
99,15
100,70
101,23
102,82
103,86
104,69
105,80
106,78
107,61
108,100
109,6
110,18
111,90
112,61
113,56
114,12
115,60
116,20
117,80
118,14
119,50
120,14
121,71
122,61
123,14
124,55
125,24
126,27
127,6
128,24
129,43
130,82
131,18
132,76
133,87
134,58
135,9
136,38
137,91
138,94
139,26
140,74
141,86
142,25
143,18
144,66
145,99
146,74
147,20
148,39
149,69
150,17
151,38
152,89
153,40
154,81
155,89
156,74
157,70
158,73
159,77
160,11
161,43
162,36
163,35
164,80
165,89
166,54
167,86
168,40
169,99
170,28
171,73
172,52
173,70
174,93
175,62
176,77
177,82
178,28
179,91
180,53
181,9
182,35
183,60
184,21
185,17
186,13
187,75
188,40
189,91
190,34
191,14
192,97
193,87
194,59
195,21
196,36
197,99
198,47
199,19
200,3
201,86
202,50
203,20
204,57
205,84
206,85
207,78
208,15
209,16
210,27
211,35
212,86
213,97
214,49
215,63
216,100
217,92
218,38
219,94
220,47
221,25
222,71
223,86
224,40
225,87
226,55
227,76
228,33
229,9
230,51
231,10
232,2
233,68
234,61
235,69
236,56
237,67
238,10
239,97
240,67
241,78
242,87
243,5
244,13
245,38
246,62
247,87
248,80
249,38
250,17
251,37
252,37
253,68
254,10
255,83
256,43
257,95
258,59
259,81
260,41
261,20
262,28
263,76
264,12
265,5
266,61
267,13
268,36
269,86
270,74
271,38
272,39
273,35
274,98
275,81
276,97
277,9
278,86
279,22
280,72
281,19
282,78
283,86
284,57
285,96
286,43
287,53
288,77
289,30
290,60
291,87
292,95
293,94
294,45
295,95
296,57
297,48
298,90
299,27
300,41
301,31
302,68
303,48
304,46
305,47
306,44
307,51
308,87
309,3
310,91
311,71
312,69
313,11
314,97
315,96
316,47
317,90
318,37
319,6
320,92
321,89
322,87
323,66
324,64
325,0
326,89
327,55
328,53
329,78
330,85
331,84
332,75
333,12
334,97
335,23
336,8
337,99
338,36
339,64
340,43
341,98
342,81
343,9
344,67
345,82
346,59
347,20
348,8
349,77
350,17
351,19
352,48
353,92
354,67
355,33
356,84
357,29
358,49
359,44
360,19
361,16
362,30
363,96
364,40
365,0
366,1
367,67
368,35
369,4
370,43
371,48
372,81
373,39
374,95
375,94
376,72
377,75
378,28
379,33
380,17
381,67
382,9
383,50
384,16
385,17
386,99
387,26
388,68
389,93
390,17
391,59
392,68
393,40
394,54
395,4
396,99
397,70
398,49
399,100
400,6
401,81
402,27
403,94
404,10
405,22
406,7
407,84
408,59
409,71
410,8
411,49
412,37
413,30
414,35
415,12
416,80
417,0
418,90
419,87
420,46
421,9
422,95
423,37
424,83
425,28
426,99
427,87
428,44
429,11
430,89
431,25
432,35
433,50
434,37
435,82
436,51
437,96
438,91
439,78
440,11
441,42
442,71
443,7
444,15
445,74
446,90
447,5
448,100
449,92
450,63
451,97
452,0
453,47
454,0
455,43
456,56
457,26
458,38
459,63
460,66
461,56
462,63
463,86
464,91
465,10
466,46
467,59
468,9
469,28
470,67
471,10
472,67
473,30
474,30
475,40
476,5
477,83
478,35
479,74
480,67
481,93
482,21
483,38
484,64
485,4
486,60
487,78
488,27
489,2
490,100
491,88
492,8
493,29
494,81
495,17
496,4
497,22
498,27
499,74
500,36
501,37
502,2
503,48
504,64
505,56
506,96
507,35
508,57
509,80
510,64
511,16
512,90
513,55
514,73
515,39
516,26
517,46
518,97
519,21
520,50
521,82
522,100
523,85
524,37
525,34
526,100
527,86
528,88
529,98
530,13
531,4
532,69
533,89
534,70
535,23
536,8
537,47
538,59
539,68
540,71
541,17
542,17
543,89
544,10
545,46
546,62
547,22
548,21
549,5
550,69
551,6
552,80
553,22
554,43
555,72
556,8
557,94
558,54
559,65
560,26
561,58
562,82
563,51
564,2
565,81
566,49
567,4
568,16
569,82
570,1
571,78
572,88
573,64
574,48
575,95
576,12
577,76
578,46
579,62
580,18
581,0
582,26
583,31
584,50
585,64
586,95
