id,value
1,"-63.069865,1.150573"
2,"5.482939,-165.357538"
3,"-8.862696,130.444917"
4,"11.396965,7.990709"
5,"-32.312572,149.603891"
6,"6.149226,-146.179955"
7,"-74.788727,-48.251501"
8,"-89.999405,166.258575"
9,"-9.638382,167.724923"
10,"88.769573,-115.279751"
11,"-1.146194,-124.504009"
12,"-4.039999,-168.226543"
13,"81.210307,-61.73424"
14,"-6.175187,-31.634904"
15,"-54.361046,-178.698728"
16,"-39.569949,-142.95363"
17,"28.68832,-4.003412"
18,"42.611611,1.014891"
19,"41.151203,176.675047"
20,"65.77701,-145.753496"
21,"85.330286,-119.098506"
22,"-14.123961,-138.075401"
23,"10.827852,87.261461"
24,"-65.986559,109.497703"
25,"-81.997876,26.547169"
26,"-81.720281,152.932127"
27,"-47.900756,-57.216193"
28,"54.396007,110.471866"
29,"-86.919597,-23.746154"
30,"46.985463,148.560008"
31,"15.589605,122.40437"
32,"-68.563057,-102.47283"
33,"-46.528236,-143.227001"
34,"-22.599748,69.687857"
35,"34.45574,19.928352"
36,"-46.065054,97.420669"
37,"-57.34389,59.869533"
38,"-8.274404,-65.538128"
39,"-32.449758,-36.618863"
40,"27.233211,-160.540103"
41,"0.528195,-165.162448"
42,"-68.3506,10.733926"
43,"29.814589,-151.587635"
44,"29.206435,50.40108"
45,"-55.394183,45.899021"
46,"17.94091,10.296905"
47,"-22.699244,50.885861"
48,"-63.686228,-131.065153"
49,"34.790751,154.048635"
50,"-55.990681,-43.888651"
51,"1.843326,145.690042"
52,"-60.994595,54.332189"
53,"-4.08918,59.567632"
54,"65.233703,-40.218923"
55,"24.674684,123.918691"
56,"-1.267757,-46.337647"
57,"29.383702,137.491051"
58,"-6.98137,-147.492951"
59,"70.916022,-127.292867"
60,"81.090017,136.727736"
61,"-17.406796,166.066462"
62,"48.217601,-55.25156"
63,"-73.679988,43.962371"
64,"-28.919649,-21.850627"
65,"-71.889907,-159.629824"
66,"-67.953592,-14.517494"
67,"-87.145801,172.636458"
68,"-17.889208,-37.811018"
69,"33.805609,-109.540878"
70,"-34.354828,69.999412"
71,"-13.897426,31.109235"
72,"-54.858567,25.872113"
73,"26.048507,-159.52159"
74,"89.808361,-35.212433"
75,"-68.849444,64.483455"
76,"53.863009,-19.174156"
77,"-86.049952,86.275817"
78,"-60.360176,99.767186"
79,"-6.742033,154.292836"
80,"-7.306341,82.099938"
81,"-74.26757,-176.090187"
82,"-16.000334,-116.318856"
83,"-20.867059,149.804553"
84,"-36.388136,11.889872"
