id,value
1,61.72
2,84.93
3,25.83
4,14.3
5,3.85
6,33.32
7,2.32
8,97.84
9,84.06
10,97.15
11,79.93
12,83.77
13,45.21
14,65.88
15,18.89
16,19.51
17,40.1
18,39.96
19,48.3
20,25.82
21,68.75
22,73.1
23,14.28
24,46.72
25,28.93
26,43.71
27,39.93
28,88.32
29,21.66
30,78.84
31,15.39
32,83.0
33,91.06
34,63.6
35,1.12
36,32.87
37,12.21
38,88.73
39,8.77
40,63.55
41,87.96
42,13.93
43,64.75
44,60.27
45,9.69
46,48.48
47,44.63
48,76.57
49,17.63
50,97.48
51,72.62
52,22.77
53,53.72
54,17.55
55,11.93
56,67.08
57,83.47
58,6.21
59,57.93
60,36.86
61,96.63
62,20.09
63,8.91
64,18.72
65,70.42
66,59.06
67,89.2
68,8.65
69,78.09
70,21.32
71,64.39
72,8.9
73,0.15
74,95.34
75,61.11
76,13.14
77,61.08
78,61.09
79,21.99
80,1.05
81,75.83
82,0.64
83,20.17
84,63.11
85,71.26
86,85.72
87,79.56
88,9.24
89,90.29
90,33.32
91,32.52
92,45.56
93,19.7
94,87.42
95,16.48
96,49.15
97,26.3
98,41.8
99,42.81
100,83.45
101,96.42
102,64.18
103,53.25
104,28.74
105,62.63
106,19.98
107,82.83
108,13.09
109,30.28
110,98.37
111,14.9
112,54.7
113,26.52
114,88.83
115,65.08
116,68.69
117,8.97
118,19.85
119,33.51
120,63.49
121,37.68
122,55.35
123,13.63
124,60.36
125,86.76
126,51.05
127,21.09
128,71.64
129,74.77
130,54.81
131,23.65
132,72.21
133,13.57
134,58.91
135,94.06
136,4.16
137,81.05
138,91.98
139,3.23
140,20.85
141,86.39
142,38.22
143,55.87
144,4.74
145,96.07
146,66.66
147,22.98
148,33.73
149,29.38
150,51.11
151,17.71
152,2.73
153,28.37
154,90.16
155,21.4
156,11.08
157,49.82
158,47.66
159,70.32
160,31.34
161,69.06
162,77.96
163,83.79
164,72.03
165,80.07
166,69.28
167,71.33
168,42.03
169,4.59
170,98.89
171,28.3
172,44.33
173,15.03
174,94.69
175,62.05
176,2.91
177,73.32
178,69.3
179,24.25
180,25.71
181,83.59
182,30.78
183,88.25
184,50.02
185,57.97
186,92.18
187,95.21
188,72.06
189,15.06
190,14.71
191,67.51
192,50.61
193,95.95
194,86.38
195,31.71
196,95.14
197,82.12
198,1.69
199,71.63
200,32.96
201,44.09
202,37.47
203,72.71
204,48.75
205,86.59
206,71.22
207,65.75
208,52.16
209,53.75
210,66.18
211,7.64
212,12.08
213,28.17
214,63.15
215,50.4
216,70.17
217,39.68
218,2.49
219,29.51
220,24.21
221,25.0
222,16.03
223,18.98
224,93.73
225,87.83
226,5.85
227,26.91
228,70.14
229,67.05
230,58.4
231,25.52
232,70.3
233,78.61
234,29.7
235,44.5
236,5.42
237,97.32
238,2.37
239,25.59
240,84.66
241,96.82
242,72.35
243,78.82
244,95.93
245,62.43
246,44.06
247,69.25
248,92.29
249,40.62
250,30.5
251,64.78
252,25.16
253,31.67
254,68.48
255,61.54
256,76.32
257,93.75
258,12.5
259,39.34
260,41.7
261,17.18
262,63.92
263,56.0
264,58.03
265,32.89
266,18.15
267,47.51
268,79.69
269,7.85
270,19.12
271,61.74
272,63.49
273,92.87
274,40.31
275,67.85
276,9.03
277,21.29
278,16.92
279,91.19
280,15.14
281,53.94
282,54.68
283,9.45
284,97.24
285,2.84
286,55.05
287,96.84
288,23.82
289,93.62
290,90.25
291,10.54
292,73.94
293,31.58
294,16.88
295,31.98
296,18.33
297,16.5
298,48.3
299,58.78
300,30.97
301,73.23
302,66.55
303,43.28
304,31.41
305,78.13
306,73.69
307,3.91
308,53.25
309,3.39
310,36.05
311,58.52
312,74.46
313,99.17
314,60.17
315,16.02
316,0.97
317,26.7
318,80.76
319,13.46
320,48.79
321,58.01
322,7.36
323,34.45
324,68.91
325,60.39
326,82.7
327,88.0
328,79.58
329,79.42
330,96.84
331,78.32
332,46.54
333,65.13
334,28.98
335,21.11
336,1.32
337,48.77
338,7.85
339,72.62
340,23.65
341,74.75
342,14.09
343,9.0
344,76.9
345,48.71
346,90.82
347,20.78
348,62.44
349,58.05
350,74.36
351,97.46
352,25.92
353,81.4
354,27.78
355,49.12
356,13.63
357,22.33
358,72.03
359,66.37
360,25.06
361,3.3
362,96.72
363,51.19
364,80.72
365,72.11
366,31.93
367,66.95
368,99.63
369,72.62
370,70.96
371,19.69
372,59.12
373,2.1
374,53.25
375,56.27
376,84.12
377,88.77
378,0.9
379,57.0
380,79.91
381,1.55
382,73.43
383,65.63
384,64.67
385,60.83
386,44.07
387,66.65
388,38.76
389,13.88
390,0.11
391,21.9
392,59.7
393,26.33
394,72.32
395,89.24
396,1.14
397,22.51
398,72.21
399,42.71
400,16.23
401,73.72
402,86.54
403,63.12
404,99.31
405,47.13
406,18.7
407,34.47
408,64.16
409,29.93
410,76.01
411,27.22
412,45.38
413,63.68
414,42.03
415,91.89
416,30.18
417,35.47
418,3.92
419,12.48
420,37.96
421,13.19
422,4.41
423,68.12
424,64.1
425,18.99
426,52.61
427,11.93
428,30.91
429,45.9
430,42.25
431,62.28
432,73.29
433,38.25
434,1.37
435,48.59
436,2.28
437,87.46
438,58.94
439,51.88
440,43.31
441,7.83
442,63.09
443,4.46
444,68.98
445,75.41
446,79.0
447,80.26
448,71.55
449,48.6
450,21.53
451,43.73
452,53.47
453,37.26
454,74.76
455,19.13
456,2.59
457,88.4
458,95.58
459,14.96
460,45.68
461,61.04
462,59.98
463,32.75
464,38.64
465,80.14
466,88.27
467,50.21
468,44.99
469,52.37
470,52.15
471,8.98
472,17.49
473,3.83
474,12.17
475,99.06
476,35.42
477,31.62
478,31.67
479,78.22
480,1.97
481,25.63
482,57.54
483,92.89
484,93.86
485,98.3
486,32.45
487,28.69
488,47.81
489,88.29
490,61.88
491,20.66
492,39.54
493,79.07
494,12.57
495,53.02
496,65.09
497,16.76
498,12.68
499,63.98
500,9.75
501,84.13
502,40.73
503,44.57
504,55.63
505,33.77
506,64.92
507,37.46
508,36.86
509,48.71
510,2.91
511,42.12
512,3.88
513,56.2
514,88.16
515,52.94
516,10.32
517,0.84
518,3.62
519,93.35
520,32.04
521,75.91
522,23.28
523,64.73
524,35.14
525,27.08
526,14.25
527,55.97
528,13.44
529,72.12
530,28.84
531,43.71
532,83.67
533,74.28
534,89.17
535,37.92
536,91.81
537,95.76
538,23.8
539,65.7
540,9.73
541,65.78
542,19.37
543,38.92
544,22.96
545,11.14
546,54.46
547,59.8
548,45.91
549,68.49
550,93.22
551,86.34
552,63.43
553,10.03
554,8.15
555,4.73
556,14.44
557,56.79
558,16.71
559,26.33
560,6.92
561,20.23
562,41.62
563,90.68
564,51.78
565,42.45
566,84.6
567,86.52
568,18.37
569,89.87
570,44.58
571,67.54
572,85.64
573,29.79
574,20.96
575,10.51
576,24.84
577,4.23
578,36.59
579,55.13
580,6.6
581,20.49
582,65.22
583,45.72
584,60.9
585,76.85
586,42.52
587,19.56
588,78.32
589,70.08
590,55.49
591,74.32
592,83.99
593,27.15
594,7.04
595,34.82
596,22.69
597,77.3
598,51.64
599,30.39
600,15.82
601,14.01
602,40.22
603,90.32
604,39.62
605,32.37
606,48.1
607,65.44
608,48.95
609,99.27
610,74.0
611,72.27
612,69.71
613,70.59
614,80.44
615,9.34
616,96.3
617,72.17
618,80.54
619,12.14
620,30.01
621,32.86
622,95.33
623,12.54
624,42.31
625,26.0
626,60.97
627,69.45
628,96.01
629,7.95
630,34.54
631,38.18
632,13.17
633,22.03
634,86.56
635,66.8
636,87.0
637,62.89
638,57.44
639,81.34
640,8.77
641,30.82
642,62.21
643,38.85
644,37.84
645,38.78
646,39.58
647,0.28
648,49.26
649,98.73
650,48.72
651,78.44
652,70.95
653,81.88
654,41.63
655,84.83
656,30.83
657,51.67
658,71.38
659,79.16
660,45.36
661,28.0
662,97.17
663,40.65
664,30.16
665,79.58
666,4.16
667,68.07
668,3.0
669,8.96
670,7.88
671,9.68
672,33.88
673,54.16
674,2.81
675,24.05
676,99.52
677,59.8
678,18.91
679,55.61
680,68.84
681,48.82
682,13.62
683,17.91
684,31.73
685,4.17
686,66.94
687,26.18
688,13.64
689,24.34
690,49.64
691,24.01
692,55.58
693,18.76
694,34.96
695,89.86
696,61.86
697,47.67
698,62.99
699,54.53
700,49.42
701,43.19
702,71.97
703,85.8
704,0.71
705,8.78
706,33.8
707,91.31
708,71.41
709,93.01
710,77.68
711,72.78
712,94.4
713,7.01
714,44.94
715,73.33
716,28.14
717,24.38
718,70.7
719,54.63
720,12.12
721,93.67
722,75.31
723,10.06
724,31.99
725,57.81
726,31.13
727,32.24
728,86.36
729,79.57
730,5.3
731,32.83
732,10.96
733,65.5
734,55.27
735,52.7
736,80.02
737,64.26
738,71.22
739,69.21
740,75.75
741,87.8
742,7.44
743,51.03
744,1.94
745,56.38
746,78.97
747,92.91
748,36.06
749,25.65
750,89.18
751,49.18
752,30.22
753,56.88
754,47.24
755,48.64
756,12.42
757,88.29
758,93.45
759,32.22
760,74.52
761,37.17
762,73.4
763,90.72
764,67.03
765,24.93
766,82.28
767,27.23
768,80.36
769,80.21
770,54.52
771,44.22
772,92.59
773,84.44
774,77.09
775,77.37
776,43.96
777,19.11
778,46.17
779,29.64
780,88.94
781,86.85
782,3.47
783,18.26
784,24.9
785,90.93
786,45.86
787,3.95
788,48.39
789,87.0
790,16.45
791,11.93
792,25.77
793,52.47
794,26.18
795,72.25
796,74.89
797,80.77
798,47.19
799,98.95
800,19.94
801,81.68
802,11.36
803,48.42
804,72.8
805,18.88
806,96.49
807,10.69
808,73.63
809,6.18
810,78.29
811,12.8
812,56.36
813,17.74
814,61.79
815,81.34
816,95.05
817,91.49
818,63.08
819,56.63
820,65.75
821,37.77
822,6.24
823,14.8
824,66.61
825,67.34
826,12.3
827,1.66
828,13.28
829,76.63
830,15.3
831,32.14
832,31.09
833,65.63
834,56.9
835,16.61
836,52.17
837,75.88
838,36.79
839,82.78
840,46.3
841,32.9
842,3.95
843,45.83
844,66.68
845,34.01
846,58.73
847,82.5
848,80.46
849,31.3
850,69.37
851,19.26
852,90.12
853,15.48
854,31.9
855,92.6
856,98.84
857,14.25
858,15.53
859,36.33
860,28.71
861,23.22
862,2.55
863,44.39
864,93.93
865,59.57
866,35.4
867,5.84
868,49.54
869,77.22
870,84.7
871,35.46
872,3.83
873,67.15
874,69.68
875,38.18
876,63.14
877,15.61
878,2.32
879,28.41
880,33.65
881,68.51
882,36.7
883,75.88
884,17.25
885,28.89
886,72.85
887,80.21
888,64.72
889,86.36
890,4.12
891,79.87
892,88.73
893,30.56
894,15.69
895,91.17
896,27.31
897,80.52
898,45.43
899,33.92
900,68.19
901,53.0
902,83.06
903,26.62
904,92.42
905,42.18
906,57.77
907,39.18
908,71.8
909,65.03
910,59.79
911,24.64
912,81.89
913,61.79
914,80.01
915,2.13
916,44.67
917,94.07
918,31.18
919,5.02
920,34.12
921,53.54
922,64.41
923,16.39
924,12.35
925,90.66
926,57.8
927,18.79
928,42.3
929,2.51
930,44.53
931,51.4
932,60.91
933,93.86
934,16.62
935,45.16
936,71.38
937,51.2
938,94.07
939,18.73
940,6.86
941,47.68
942,89.24
943,36.57
944,80.24
945,2.38
946,50.99
947,87.24
948,31.68
949,43.75
950,64.64
951,57.38
952,77.61
953,2.15
954,78.65
955,36.1
956,25.09
957,15.37
958,40.92
959,24.58
960,15.27
961,78.15
962,79.55
963,48.24
964,22.17
965,38.05
966,33.54
967,76.9
968,29.25
969,55.79
970,15.52
971,68.32
972,34.45
973,34.0
974,21.23
975,55.04
976,45.82
977,14.56
978,12.21
979,12.57
980,34.66
981,69.36
982,23.03
983,25.32
984,87.23
985,50.77
986,27.58
987,54.45
988,14.75
989,97.63
990,25.77
991,23.11
992,94.14
993,34.32
994,51.82
995,91.34
996,87.61
997,3.93
998,35.08
999,22.68
1000,86.85
1001,61.92
1002,63.24
1003,42.32
1004,78.31
1005,15.62
1006,27.87
1007,98.79
1008,87.9
1009,86.3
1010,96.09
1011,15.64
1012,85.72
1013,60.87
1014,62.22
1015,89.96
